advice_action_match,advice_deal_distance,advice_kind_match,advice_overridden_toward,advice_rank_taken,advised_kind,advised_offer_id,emitted_kind,emitted_offer_id,episode_id,focal_seat,instance_id,parse_ok,phase,round,seat,seed,turn_idx
1.0,,1.0,,,accept,P7,accept,P7,scorable_negotiation-moves_chat-dccb5fadc2,2,scorable_negotiation-L1-a9097927ce,True,turn,2,Casey,3,8
1.0,,1.0,,,accept,P9,accept,P9,scorable_negotiation-moves_chat-dccb5fadc2,2,scorable_negotiation-L1-a9097927ce,True,turn,3,Casey,3,12
1.0,,1.0,,,accept,P10,accept,P10,scorable_negotiation-moves_chat-dccb5fadc2,2,scorable_negotiation-L1-a9097927ce,True,turn,4,Casey,3,16
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-0a89e19211,4,scorable_negotiation-L1-a9097927ce,True,turn,1,Ember,4,0
1.0,,1.0,,,accept,P5,accept,P5,scorable_negotiation-moves_chat-0a89e19211,4,scorable_negotiation-L1-a9097927ce,True,turn,2,Ember,4,9
1.0,,1.0,,,accept,P5,accept,P5,scorable_negotiation-moves_chat-0a89e19211,4,scorable_negotiation-L1-a9097927ce,True,turn,3,Ember,4,13
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-f0c41ed1d4,1,scorable_negotiation-L1-aabb4d986b,True,turn,1,Blake,0,1
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-f0c41ed1d4,1,scorable_negotiation-L1-aabb4d986b,True,turn,2,Blake,0,5
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-f0c41ed1d4,1,scorable_negotiation-L1-aabb4d986b,True,turn,3,Blake,0,14
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-f0c41ed1d4,1,scorable_negotiation-L1-aabb4d986b,True,turn,4,Blake,0,18
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-c92877b321,3,scorable_negotiation-L1-aabb4d986b,True,turn,1,Devon,1,2
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-c92877b321,3,scorable_negotiation-L1-aabb4d986b,True,turn,2,Devon,1,6
1.0,,1.0,,,accept,P9,accept,P9,scorable_negotiation-moves_chat-c92877b321,3,scorable_negotiation-L1-aabb4d986b,True,turn,3,Devon,1,10
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-e0b59be09f,0,scorable_negotiation-L1-aabb4d986b,True,turn,1,Avery,2,3
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-e0b59be09f,0,scorable_negotiation-L1-aabb4d986b,True,turn,2,Avery,2,7
0.0,1.0,1.0,0.0,,propose,,propose,,scorable_negotiation-moves_chat-e0b59be09f,0,scorable_negotiation-L1-aabb4d986b,True,turn,3,Avery,2,11
0.0,,0.0,,,propose,,accept,P8,scorable_negotiation-moves_chat-e0b59be09f,0,scorable_negotiation-L1-aabb4d986b,True,turn,4,Avery,2,15
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-22833fc65e,2,scorable_negotiation-L1-aabb4d986b,True,turn,1,Casey,3,4
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-22833fc65e,2,scorable_negotiation-L1-aabb4d986b,True,turn,2,Casey,3,8
1.0,,1.0,,,accept,P7,accept,P7,scorable_negotiation-moves_chat-22833fc65e,2,scorable_negotiation-L1-aabb4d986b,True,turn,3,Casey,3,12
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-7536dbe1fe,4,scorable_negotiation-L1-aabb4d986b,True,turn,1,Ember,4,0
0.0,1.0,1.0,0.0,,propose,,propose,,scorable_negotiation-moves_chat-7536dbe1fe,4,scorable_negotiation-L1-aabb4d986b,True,turn,2,Ember,4,9
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-7536dbe1fe,4,scorable_negotiation-L1-aabb4d986b,True,turn,3,Ember,4,13
1.0,,1.0,,,accept,P6,accept,P6,scorable_negotiation-moves_chat-7536dbe1fe,4,scorable_negotiation-L1-aabb4d986b,True,turn,4,Ember,4,17
1.0,,1.0,,,accept,P1,accept,P1,scorable_negotiation-moves_chat-5bc31124de,2,scorable_negotiation-L2-0aa50f7b83,True,turn,1,Casey,0,2
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-5bc31124de,2,scorable_negotiation-L2-0aa50f7b83,True,turn,2,Casey,0,6
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-5bc31124de,2,scorable_negotiation-L2-0aa50f7b83,True,turn,3,Casey,0,10
0.0,,0.0,,,propose,,accept,P3,scorable_negotiation-moves_chat-5bc31124de,2,scorable_negotiation-L2-0aa50f7b83,True,turn,4,Casey,0,19
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-4e59d5e294,4,scorable_negotiation-L2-0aa50f7b83,True,turn,1,Ember,1,3
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-4e59d5e294,4,scorable_negotiation-L2-0aa50f7b83,True,turn,2,Ember,1,7
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-4e59d5e294,4,scorable_negotiation-L2-0aa50f7b83,True,turn,3,Ember,1,11
0.0,,1.0,,,accept,P10,accept,P8,scorable_negotiation-moves_chat-4e59d5e294,4,scorable_negotiation-L2-0aa50f7b83,True,turn,4,Ember,1,15
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-314bb827bc,1,scorable_negotiation-L2-0aa50f7b83,True,turn,1,Blake,2,4
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-314bb827bc,1,scorable_negotiation-L2-0aa50f7b83,True,turn,2,Blake,2,8
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-314bb827bc,1,scorable_negotiation-L2-0aa50f7b83,True,turn,3,Blake,2,12
0.0,1.0,1.0,0.0,,propose,,propose,,scorable_negotiation-moves_chat-314bb827bc,1,scorable_negotiation-L2-0aa50f7b83,True,turn,4,Blake,2,16
0.0,3.0,1.0,-29.0,,propose,,propose,,scorable_negotiation-moves_chat-314bb827bc,1,scorable_negotiation-L2-0aa50f7b83,True,final_proposal,5,Blake,2,20
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-29bf27d93a,3,scorable_negotiation-L2-0aa50f7b83,True,turn,1,Devon,3,0
0.0,2.0,1.0,-20.0,,propose,,propose,,scorable_negotiation-moves_chat-29bf27d93a,3,scorable_negotiation-L2-0aa50f7b83,True,turn,2,Devon,3,9
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-29bf27d93a,3,scorable_negotiation-L2-0aa50f7b83,True,turn,3,Devon,3,13
1.0,,1.0,,,accept,P8,accept,P8,scorable_negotiation-moves_chat-29bf27d93a,3,scorable_negotiation-L2-0aa50f7b83,True,turn,4,Devon,3,17
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-49e7c00ea6,0,scorable_negotiation-L2-0aa50f7b83,True,turn,1,Avery,4,1
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-49e7c00ea6,0,scorable_negotiation-L2-0aa50f7b83,True,turn,2,Avery,4,5
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-49e7c00ea6,0,scorable_negotiation-L2-0aa50f7b83,True,turn,3,Avery,4,14
1.0,,1.0,,,accept,P7,accept,P7,scorable_negotiation-moves_chat-49e7c00ea6,0,scorable_negotiation-L2-0aa50f7b83,True,turn,4,Avery,4,18
1.0,,1.0,,,accept,P2,accept,P2,scorable_negotiation-moves_chat-e468d66a5f,2,scorable_negotiation-L2-103cef6017,True,turn,1,Casey,0,2
1.0,,1.0,,,accept,P5,accept,P5,scorable_negotiation-moves_chat-e468d66a5f,2,scorable_negotiation-L2-103cef6017,True,turn,2,Casey,0,6
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-e468d66a5f,2,scorable_negotiation-L2-103cef6017,True,turn,3,Casey,0,10
0.0,,1.0,,,accept,P9,accept,P6,scorable_negotiation-moves_chat-e468d66a5f,2,scorable_negotiation-L2-103cef6017,True,turn,4,Casey,0,19
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-4707b21ec5,4,scorable_negotiation-L2-103cef6017,True,turn,1,Ember,1,3
1.0,,1.0,,,accept,P6,accept,P6,scorable_negotiation-moves_chat-4707b21ec5,4,scorable_negotiation-L2-103cef6017,True,turn,2,Ember,1,7
1.0,,1.0,,,accept,P8,accept,P8,scorable_negotiation-moves_chat-4707b21ec5,4,scorable_negotiation-L2-103cef6017,True,turn,3,Ember,1,11
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-77a07393e0,1,scorable_negotiation-L2-103cef6017,True,turn,1,Blake,2,4
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-77a07393e0,1,scorable_negotiation-L2-103cef6017,True,turn,2,Blake,2,8
1.0,,1.0,,,accept,P8,accept,P8,scorable_negotiation-moves_chat-77a07393e0,1,scorable_negotiation-L2-103cef6017,True,turn,3,Blake,2,12
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-a574c3c79f,3,scorable_negotiation-L2-103cef6017,True,turn,1,Devon,3,0
1.0,,1.0,,,accept,P5,accept,P5,scorable_negotiation-moves_chat-a574c3c79f,3,scorable_negotiation-L2-103cef6017,True,turn,2,Devon,3,9
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-a574c3c79f,3,scorable_negotiation-L2-103cef6017,True,turn,3,Devon,3,13
0.0,,0.0,,,propose,,accept,P4,scorable_negotiation-moves_chat-a574c3c79f,3,scorable_negotiation-L2-103cef6017,True,turn,4,Devon,3,17
1.0,,1.0,,,accept,P1,accept,P1,scorable_negotiation-moves_chat-accf73571d,0,scorable_negotiation-L2-103cef6017,True,turn,1,Avery,4,1
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-accf73571d,0,scorable_negotiation-L2-103cef6017,True,turn,2,Avery,4,5
0.0,1.0,1.0,0.0,,propose,,propose,,scorable_negotiation-moves_chat-accf73571d,0,scorable_negotiation-L2-103cef6017,True,turn,3,Avery,4,14
0.0,,0.0,,,propose,,accept,P5,scorable_negotiation-moves_chat-accf73571d,0,scorable_negotiation-L2-103cef6017,True,turn,4,Avery,4,18
1.0,,1.0,,,accept,P2,accept,P2,scorable_negotiation-moves_chat-cae24807d1,2,scorable_negotiation-L2-1fc37540c8,True,turn,1,Casey,0,2
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-cae24807d1,2,scorable_negotiation-L2-1fc37540c8,True,turn,2,Casey,0,6
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-cae24807d1,2,scorable_negotiation-L2-1fc37540c8,True,turn,3,Casey,0,10
0.0,,0.0,,,propose,,accept,P10,scorable_negotiation-moves_chat-cae24807d1,2,scorable_negotiation-L2-1fc37540c8,True,turn,4,Casey,0,19
1.0,,1.0,,,accept,P2,accept,P2,scorable_negotiation-moves_chat-1c11909485,4,scorable_negotiation-L2-1fc37540c8,True,turn,1,Ember,1,3
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-1c11909485,4,scorable_negotiation-L2-1fc37540c8,True,turn,2,Ember,1,7
1.0,,1.0,,,accept,P8,accept,P8,scorable_negotiation-moves_chat-1c11909485,4,scorable_negotiation-L2-1fc37540c8,True,turn,3,Ember,1,11
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-6cafaae1bd,1,scorable_negotiation-L2-1fc37540c8,True,turn,1,Blake,2,4
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-6cafaae1bd,1,scorable_negotiation-L2-1fc37540c8,True,turn,2,Blake,2,8
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-6cafaae1bd,1,scorable_negotiation-L2-1fc37540c8,True,turn,3,Blake,2,12
1.0,,1.0,,,accept,P14,accept,P14,scorable_negotiation-moves_chat-6cafaae1bd,1,scorable_negotiation-L2-1fc37540c8,True,turn,4,Blake,2,16
0.0,,0.0,,,accept,P14,propose,,scorable_negotiation-moves_chat-6cafaae1bd,1,scorable_negotiation-L2-1fc37540c8,True,final_proposal,5,Blake,2,20
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-29d8bf561c,3,scorable_negotiation-L2-1fc37540c8,True,turn,1,Devon,3,0
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-29d8bf561c,3,scorable_negotiation-L2-1fc37540c8,True,turn,2,Devon,3,9
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-29d8bf561c,3,scorable_negotiation-L2-1fc37540c8,True,turn,3,Devon,3,13
0.0,,0.0,,,propose,,accept,P6,scorable_negotiation-moves_chat-29d8bf561c,3,scorable_negotiation-L2-1fc37540c8,True,turn,4,Devon,3,17
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-46c5d1ef1b,0,scorable_negotiation-L2-1fc37540c8,True,turn,1,Avery,4,1
1.0,,1.0,,,accept,P4,accept,P4,scorable_negotiation-moves_chat-46c5d1ef1b,0,scorable_negotiation-L2-1fc37540c8,True,turn,2,Avery,4,5
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-46c5d1ef1b,0,scorable_negotiation-L2-1fc37540c8,True,turn,3,Avery,4,14
0.0,,0.0,,,propose,,accept,P10,scorable_negotiation-moves_chat-46c5d1ef1b,0,scorable_negotiation-L2-1fc37540c8,True,turn,4,Avery,4,18
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-eed876dc2b,2,scorable_negotiation-L2-adac68f4ac,True,turn,1,Casey,0,2
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-eed876dc2b,2,scorable_negotiation-L2-adac68f4ac,True,turn,2,Casey,0,6
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-eed876dc2b,2,scorable_negotiation-L2-adac68f4ac,True,turn,3,Casey,0,10
0.0,,1.0,,,accept,P12,accept,P11,scorable_negotiation-moves_chat-eed876dc2b,2,scorable_negotiation-L2-adac68f4ac,True,turn,4,Casey,0,19
0.0,2.0,1.0,34.0,,propose,,propose,,scorable_negotiation-moves_chat-2a5d59d345,4,scorable_negotiation-L2-adac68f4ac,True,turn,1,Ember,1,3
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-2a5d59d345,4,scorable_negotiation-L2-adac68f4ac,True,turn,2,Ember,1,7
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-2a5d59d345,4,scorable_negotiation-L2-adac68f4ac,True,turn,3,Ember,1,11
1.0,,1.0,,,accept,P11,accept,P11,scorable_negotiation-moves_chat-2a5d59d345,4,scorable_negotiation-L2-adac68f4ac,True,turn,4,Ember,1,15
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-eaeb7eb6b4,1,scorable_negotiation-L2-adac68f4ac,True,turn,1,Blake,2,4
1.0,,1.0,,,accept,P7,accept,P7,scorable_negotiation-moves_chat-eaeb7eb6b4,1,scorable_negotiation-L2-adac68f4ac,True,turn,2,Blake,2,8
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-eaeb7eb6b4,1,scorable_negotiation-L2-adac68f4ac,True,turn,3,Blake,2,12
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-eaeb7eb6b4,1,scorable_negotiation-L2-adac68f4ac,True,turn,4,Blake,2,16
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-eaeb7eb6b4,1,scorable_negotiation-L2-adac68f4ac,True,final_proposal,5,Blake,2,20
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-a5f22f0e57,3,scorable_negotiation-L2-adac68f4ac,True,turn,1,Devon,3,0
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-a5f22f0e57,3,scorable_negotiation-L2-adac68f4ac,True,turn,2,Devon,3,9
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-a5f22f0e57,3,scorable_negotiation-L2-adac68f4ac,True,turn,3,Devon,3,13
1.0,,1.0,,,accept,P9,accept,P9,scorable_negotiation-moves_chat-a5f22f0e57,3,scorable_negotiation-L2-adac68f4ac,True,turn,4,Devon,3,17
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-c3993254ca,0,scorable_negotiation-L2-adac68f4ac,True,turn,1,Avery,4,1
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-c3993254ca,0,scorable_negotiation-L2-adac68f4ac,True,turn,2,Avery,4,5
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-c3993254ca,0,scorable_negotiation-L2-adac68f4ac,True,turn,3,Avery,4,14
0.0,,0.0,,,propose,,accept,P10,scorable_negotiation-moves_chat-c3993254ca,0,scorable_negotiation-L2-adac68f4ac,True,turn,4,Avery,4,18
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-b9eab260d0,2,scorable_negotiation-L2-df1e479b72,True,turn,1,Casey,0,2
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-b9eab260d0,2,scorable_negotiation-L2-df1e479b72,True,turn,2,Casey,0,6
1.0,,1.0,,,accept,P6,accept,P6,scorable_negotiation-moves_chat-b9eab260d0,2,scorable_negotiation-L2-df1e479b72,True,turn,3,Casey,0,10
0.0,,1.0,,,accept,P6,accept,P3,scorable_negotiation-moves_chat-b9eab260d0,2,scorable_negotiation-L2-df1e479b72,True,turn,4,Casey,0,19
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-ee32d53537,4,scorable_negotiation-L2-df1e479b72,True,turn,1,Ember,1,3
1.0,,1.0,,,accept,P5,accept,P5,scorable_negotiation-moves_chat-ee32d53537,4,scorable_negotiation-L2-df1e479b72,True,turn,2,Ember,1,7
1.0,,1.0,,,accept,P5,accept,P5,scorable_negotiation-moves_chat-ee32d53537,4,scorable_negotiation-L2-df1e479b72,True,turn,3,Ember,1,11
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-ee32d53537,4,scorable_negotiation-L2-df1e479b72,True,turn,4,Ember,1,15
1.0,,1.0,,,accept,P8,accept,P8,scorable_negotiation-moves_chat-ee32d53537,4,scorable_negotiation-L2-df1e479b72,True,final_vote,5,Ember,1,24
1.0,,1.0,,,accept,P2,accept,P2,scorable_negotiation-moves_chat-d65c88c75d,1,scorable_negotiation-L2-df1e479b72,True,turn,1,Blake,2,4
1.0,,1.0,,,accept,P4,accept,P4,scorable_negotiation-moves_chat-d65c88c75d,1,scorable_negotiation-L2-df1e479b72,True,turn,2,Blake,2,8
1.0,,1.0,,,accept,P4,accept,P4,scorable_negotiation-moves_chat-d65c88c75d,1,scorable_negotiation-L2-df1e479b72,True,turn,3,Blake,2,12
1.0,,1.0,,,accept,P4,accept,P4,scorable_negotiation-moves_chat-d65c88c75d,1,scorable_negotiation-L2-df1e479b72,True,turn,4,Blake,2,16
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-4adf780271,3,scorable_negotiation-L2-df1e479b72,True,turn,1,Devon,3,0
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-4adf780271,3,scorable_negotiation-L2-df1e479b72,True,turn,2,Devon,3,9
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-4adf780271,3,scorable_negotiation-L2-df1e479b72,True,turn,3,Devon,3,13
0.0,,0.0,,,propose,,accept,P7,scorable_negotiation-moves_chat-4adf780271,3,scorable_negotiation-L2-df1e479b72,True,turn,4,Devon,3,17
1.0,,1.0,,,accept,P1,accept,P1,scorable_negotiation-moves_chat-eb5d777409,0,scorable_negotiation-L2-df1e479b72,True,turn,1,Avery,4,1
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-eb5d777409,0,scorable_negotiation-L2-df1e479b72,True,turn,2,Avery,4,5
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-eb5d777409,0,scorable_negotiation-L2-df1e479b72,True,turn,3,Avery,4,14
0.0,,0.0,,,propose,,accept,P4,scorable_negotiation-moves_chat-eb5d777409,0,scorable_negotiation-L2-df1e479b72,True,turn,4,Avery,4,18
1.0,,1.0,,,accept,P2,accept,P2,scorable_negotiation-moves_chat-98fc717d4d,3,scorable_negotiation-L3-46e1252af7,True,turn,1,Devon,0,3
1.0,,1.0,,,accept,P4,accept,P4,scorable_negotiation-moves_chat-98fc717d4d,3,scorable_negotiation-L3-46e1252af7,True,turn,2,Devon,0,7
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-98fc717d4d,3,scorable_negotiation-L3-46e1252af7,True,turn,3,Devon,0,11
0.0,,0.0,,,propose,,accept,P3,scorable_negotiation-moves_chat-98fc717d4d,3,scorable_negotiation-L3-46e1252af7,True,turn,4,Devon,0,15
1.0,,1.0,,,accept,P3,accept,P3,scorable_negotiation-moves_chat-727b3952e8,0,scorable_negotiation-L3-46e1252af7,True,turn,1,Avery,1,4
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-727b3952e8,0,scorable_negotiation-L3-46e1252af7,True,turn,2,Avery,1,8
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-727b3952e8,0,scorable_negotiation-L3-46e1252af7,True,turn,3,Avery,1,12
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-e8add120ff,2,scorable_negotiation-L3-46e1252af7,True,turn,1,Casey,2,0
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-e8add120ff,2,scorable_negotiation-L3-46e1252af7,True,turn,2,Casey,2,9
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-e8add120ff,2,scorable_negotiation-L3-46e1252af7,True,turn,3,Casey,2,13
0.0,,1.0,,,accept,P9,accept,P7,scorable_negotiation-moves_chat-e8add120ff,2,scorable_negotiation-L3-46e1252af7,True,turn,4,Casey,2,17
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-9f1b55a061,4,scorable_negotiation-L3-46e1252af7,True,turn,1,Ember,3,1
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-9f1b55a061,4,scorable_negotiation-L3-46e1252af7,True,turn,2,Ember,3,5
0.0,,0.0,,,propose,,accept,P6,scorable_negotiation-moves_chat-9f1b55a061,4,scorable_negotiation-L3-46e1252af7,True,turn,3,Ember,3,14
1.0,,1.0,,,accept,P1,accept,P1,scorable_negotiation-moves_chat-58bc114548,1,scorable_negotiation-L3-46e1252af7,True,turn,1,Blake,4,2
1.0,,1.0,,,accept,P3,accept,P3,scorable_negotiation-moves_chat-58bc114548,1,scorable_negotiation-L3-46e1252af7,True,turn,2,Blake,4,6
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-5e9c3e2314,3,scorable_negotiation-L3-9a1b1c0960,True,turn,1,Devon,0,3
1.0,,1.0,,,accept,P7,accept,P7,scorable_negotiation-moves_chat-5e9c3e2314,3,scorable_negotiation-L3-9a1b1c0960,True,turn,2,Devon,0,7
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-5e9c3e2314,3,scorable_negotiation-L3-9a1b1c0960,True,turn,3,Devon,0,11
0.0,,1.0,,,accept,P9,accept,P8,scorable_negotiation-moves_chat-5e9c3e2314,3,scorable_negotiation-L3-9a1b1c0960,True,turn,4,Devon,0,15
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-f138a493d7,0,scorable_negotiation-L3-9a1b1c0960,True,turn,1,Avery,1,4
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-f138a493d7,0,scorable_negotiation-L3-9a1b1c0960,True,turn,2,Avery,1,8
1.0,,1.0,,,accept,P10,accept,P10,scorable_negotiation-moves_chat-f138a493d7,0,scorable_negotiation-L3-9a1b1c0960,True,turn,3,Avery,1,12
1.0,,1.0,,,accept,P11,accept,P11,scorable_negotiation-moves_chat-f138a493d7,0,scorable_negotiation-L3-9a1b1c0960,True,turn,4,Avery,1,16
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-9d90d7928e,2,scorable_negotiation-L3-9a1b1c0960,True,turn,1,Casey,2,0
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-9d90d7928e,2,scorable_negotiation-L3-9a1b1c0960,True,turn,2,Casey,2,9
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-9d90d7928e,2,scorable_negotiation-L3-9a1b1c0960,True,turn,3,Casey,2,13
0.0,,0.0,,,propose,,accept,P8,scorable_negotiation-moves_chat-9d90d7928e,2,scorable_negotiation-L3-9a1b1c0960,True,turn,4,Casey,2,17
1.0,,1.0,,,accept,P1,accept,P1,scorable_negotiation-moves_chat-336cdc5736,4,scorable_negotiation-L3-9a1b1c0960,True,turn,1,Ember,3,1
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-336cdc5736,4,scorable_negotiation-L3-9a1b1c0960,True,turn,2,Ember,3,5
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-336cdc5736,4,scorable_negotiation-L3-9a1b1c0960,True,turn,3,Ember,3,14
0.0,,1.0,,,accept,P10,accept,P7,scorable_negotiation-moves_chat-336cdc5736,4,scorable_negotiation-L3-9a1b1c0960,True,turn,4,Ember,3,18
1.0,,1.0,,,accept,P2,accept,P2,scorable_negotiation-moves_chat-68e4fca5d3,1,scorable_negotiation-L3-9a1b1c0960,True,turn,1,Blake,4,2
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-68e4fca5d3,1,scorable_negotiation-L3-9a1b1c0960,True,turn,2,Blake,4,6
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-68e4fca5d3,1,scorable_negotiation-L3-9a1b1c0960,True,turn,3,Blake,4,10
1.0,,1.0,,,accept,P10,accept,P10,scorable_negotiation-moves_chat-68e4fca5d3,1,scorable_negotiation-L3-9a1b1c0960,True,turn,4,Blake,4,19
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-9c4206f934,3,scorable_negotiation-L3-9a673abad3,True,turn,1,Devon,0,3
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-9c4206f934,3,scorable_negotiation-L3-9a673abad3,True,turn,2,Devon,0,7
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-9c4206f934,3,scorable_negotiation-L3-9a673abad3,True,turn,3,Devon,0,11
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-9c4206f934,3,scorable_negotiation-L3-9a673abad3,True,turn,4,Devon,0,15
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-bfd4be2f49,0,scorable_negotiation-L3-9a673abad3,True,turn,1,Avery,1,4
1.0,,1.0,,,accept,P6,accept,P6,scorable_negotiation-moves_chat-bfd4be2f49,0,scorable_negotiation-L3-9a673abad3,True,turn,2,Avery,1,8
1.0,0.0,1.0,,0,propose,,propose,,scorable_negotiation-moves_chat-bfd4be2f49,0,scorable_negotiation-L3-9a673abad3,True,turn,3,Avery,1,12
