advice_action_match,advice_deal_distance,advice_kind_match,advice_overridden_toward,advice_rank_taken,advised_kind,advised_offer_id,emitted_kind,emitted_offer_id,episode_id,focal_seat,instance_id,n_candidates_offered,parse_ok,phase,round,seat,seed,turn_idx
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-9508e7274c,0,scorable_negotiation-L1-a9097927ce,4,True,turn,1,Avery,2,3
0.0,1.0,1.0,0.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-9508e7274c,0,scorable_negotiation-L1-a9097927ce,3,True,turn,2,Avery,2,7
0.0,,1.0,,,ranked_candidates,,accept,P8,scorable_negotiation-moves_chat-9508e7274c,0,scorable_negotiation-L1-a9097927ce,3,True,turn,3,Avery,2,11
0.0,,1.0,,,ranked_candidates,,accept,P8,scorable_negotiation-moves_chat-9508e7274c,0,scorable_negotiation-L1-a9097927ce,3,True,turn,4,Avery,2,15
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-a394750ece,2,scorable_negotiation-L1-a9097927ce,4,True,turn,1,Casey,3,4
0.0,1.0,1.0,-14.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-a394750ece,2,scorable_negotiation-L1-a9097927ce,4,True,turn,2,Casey,3,8
1.0,1.0,1.0,,1,ranked_candidates,,propose,,scorable_negotiation-moves_chat-a394750ece,2,scorable_negotiation-L1-a9097927ce,4,True,turn,3,Casey,3,12
1.0,,1.0,,2,ranked_candidates,,accept,P5,scorable_negotiation-moves_chat-a394750ece,2,scorable_negotiation-L1-a9097927ce,3,True,turn,4,Casey,3,16
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-e06e119a1b,4,scorable_negotiation-L1-a9097927ce,4,True,turn,1,Ember,4,0
1.0,,1.0,,2,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-e06e119a1b,4,scorable_negotiation-L1-a9097927ce,3,True,turn,2,Ember,4,9
1.0,,1.0,,1,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-e06e119a1b,4,scorable_negotiation-L1-a9097927ce,3,True,turn,3,Ember,4,13
1.0,,1.0,,1,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-e06e119a1b,4,scorable_negotiation-L1-a9097927ce,3,True,turn,4,Ember,4,17
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-440e3a2b39,1,scorable_negotiation-L1-aabb4d986b,4,True,turn,1,Blake,0,1
0.0,,1.0,,,ranked_candidates,,accept,P3,scorable_negotiation-moves_chat-440e3a2b39,1,scorable_negotiation-L1-aabb4d986b,3,True,turn,2,Blake,0,5
0.0,,1.0,,,ranked_candidates,,accept,P5,scorable_negotiation-moves_chat-440e3a2b39,1,scorable_negotiation-L1-aabb4d986b,3,True,turn,3,Blake,0,14
1.0,,1.0,,1,ranked_candidates,,accept,P1,scorable_negotiation-moves_chat-1b417dd7c9,3,scorable_negotiation-L1-aabb4d986b,4,True,turn,1,Devon,1,2
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-1b417dd7c9,3,scorable_negotiation-L1-aabb4d986b,3,True,turn,2,Devon,1,6
1.0,,1.0,,1,ranked_candidates,,accept,P3,scorable_negotiation-moves_chat-1b417dd7c9,3,scorable_negotiation-L1-aabb4d986b,3,True,turn,3,Devon,1,10
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-8eea6e9d06,0,scorable_negotiation-L1-aabb4d986b,4,True,turn,1,Avery,2,3
0.0,1.0,1.0,-19.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-8eea6e9d06,0,scorable_negotiation-L1-aabb4d986b,3,True,turn,2,Avery,2,7
0.0,,1.0,,,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-8eea6e9d06,0,scorable_negotiation-L1-aabb4d986b,4,True,turn,3,Avery,2,11
0.0,,1.0,,,ranked_candidates,,accept,P9,scorable_negotiation-moves_chat-8eea6e9d06,0,scorable_negotiation-L1-aabb4d986b,4,True,turn,4,Avery,2,15
0.0,1.0,1.0,-18.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-abc8eaf24b,2,scorable_negotiation-L1-aabb4d986b,4,True,turn,1,Casey,3,4
0.0,,1.0,,,ranked_candidates,,accept,P5,scorable_negotiation-moves_chat-abc8eaf24b,2,scorable_negotiation-L1-aabb4d986b,4,True,turn,2,Casey,3,8
0.0,,1.0,,,ranked_candidates,,accept,P5,scorable_negotiation-moves_chat-abc8eaf24b,2,scorable_negotiation-L1-aabb4d986b,4,True,turn,3,Casey,3,12
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-82fc4883ff,4,scorable_negotiation-L1-aabb4d986b,4,True,turn,1,Ember,4,0
1.0,,1.0,,1,ranked_candidates,,accept,P5,scorable_negotiation-moves_chat-82fc4883ff,4,scorable_negotiation-L1-aabb4d986b,4,True,turn,2,Ember,4,9
1.0,,1.0,,0,ranked_candidates,,accept,P5,scorable_negotiation-moves_chat-82fc4883ff,4,scorable_negotiation-L1-aabb4d986b,3,True,turn,3,Ember,4,13
0.0,,1.0,,,ranked_candidates,,accept,P3,scorable_negotiation-moves_chat-82fc4883ff,4,scorable_negotiation-L1-aabb4d986b,3,True,turn,4,Ember,4,17
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-3008eca3a5,2,scorable_negotiation-L2-0aa50f7b83,3,True,turn,1,Casey,0,2
0.0,,1.0,,,ranked_candidates,,accept,P5,scorable_negotiation-moves_chat-3008eca3a5,2,scorable_negotiation-L2-0aa50f7b83,3,True,turn,2,Casey,0,6
0.0,2.0,1.0,-28.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-3008eca3a5,2,scorable_negotiation-L2-0aa50f7b83,3,True,turn,3,Casey,0,10
0.0,,1.0,,,ranked_candidates,,accept,P8,scorable_negotiation-moves_chat-3008eca3a5,2,scorable_negotiation-L2-0aa50f7b83,4,True,turn,4,Casey,0,19
0.0,,1.0,,,ranked_candidates,,accept,P3,scorable_negotiation-moves_chat-4ca1edb4b2,4,scorable_negotiation-L2-0aa50f7b83,4,True,turn,1,Ember,1,3
0.0,,1.0,,,ranked_candidates,,accept,P4,scorable_negotiation-moves_chat-4ca1edb4b2,4,scorable_negotiation-L2-0aa50f7b83,4,True,turn,2,Ember,1,7
0.0,,0.0,,,ranked_candidates,,reject,P5,scorable_negotiation-moves_chat-4ca1edb4b2,4,scorable_negotiation-L2-0aa50f7b83,3,True,turn,3,Ember,1,11
0.0,,1.0,,,ranked_candidates,,accept,P3,scorable_negotiation-moves_chat-26c03972f7,1,scorable_negotiation-L2-0aa50f7b83,3,True,turn,1,Blake,2,4
0.0,,1.0,,,ranked_candidates,,accept,P5,scorable_negotiation-moves_chat-26c03972f7,1,scorable_negotiation-L2-0aa50f7b83,3,True,turn,2,Blake,2,8
0.0,,1.0,,,ranked_candidates,,accept,P5,scorable_negotiation-moves_chat-26c03972f7,1,scorable_negotiation-L2-0aa50f7b83,3,True,turn,3,Blake,2,12
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-921063957f,3,scorable_negotiation-L2-0aa50f7b83,4,True,turn,1,Devon,3,0
0.0,1.0,1.0,-25.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-921063957f,3,scorable_negotiation-L2-0aa50f7b83,4,True,turn,2,Devon,3,9
1.0,,1.0,,2,ranked_candidates,,accept,P6,scorable_negotiation-moves_chat-921063957f,3,scorable_negotiation-L2-0aa50f7b83,4,True,turn,3,Devon,3,13
1.0,,1.0,,2,ranked_candidates,,accept,P6,scorable_negotiation-moves_chat-921063957f,3,scorable_negotiation-L2-0aa50f7b83,4,True,turn,4,Devon,3,17
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-f64048a585,0,scorable_negotiation-L2-0aa50f7b83,4,True,turn,1,Avery,4,1
0.0,,0.0,,,ranked_candidates,,reject,P3,scorable_negotiation-moves_chat-f64048a585,0,scorable_negotiation-L2-0aa50f7b83,4,True,turn,2,Avery,4,5
1.0,,1.0,,3,ranked_candidates,,accept,P6,scorable_negotiation-moves_chat-f64048a585,0,scorable_negotiation-L2-0aa50f7b83,4,True,turn,3,Avery,4,14
1.0,,1.0,,3,ranked_candidates,,accept,P6,scorable_negotiation-moves_chat-f64048a585,0,scorable_negotiation-L2-0aa50f7b83,4,True,turn,4,Avery,4,18
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-f6abedc187,2,scorable_negotiation-L2-103cef6017,3,True,turn,1,Casey,0,2
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-f6abedc187,2,scorable_negotiation-L2-103cef6017,3,True,turn,2,Casey,0,6
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-f6abedc187,2,scorable_negotiation-L2-103cef6017,3,True,turn,3,Casey,0,10
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-70151ae5a6,4,scorable_negotiation-L2-103cef6017,4,True,turn,1,Ember,1,3
0.0,1.0,1.0,0.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-70151ae5a6,4,scorable_negotiation-L2-103cef6017,4,True,turn,2,Ember,1,7
0.0,,1.0,,,ranked_candidates,,accept,P6,scorable_negotiation-moves_chat-70151ae5a6,4,scorable_negotiation-L2-103cef6017,4,True,turn,3,Ember,1,11
1.0,,1.0,,0,ranked_candidates,,accept,P6,scorable_negotiation-moves_chat-70151ae5a6,4,scorable_negotiation-L2-103cef6017,3,True,turn,4,Ember,1,15
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-c4592e5d65,1,scorable_negotiation-L2-103cef6017,4,True,turn,1,Blake,2,4
1.0,1.0,1.0,,2,ranked_candidates,,propose,,scorable_negotiation-moves_chat-c4592e5d65,1,scorable_negotiation-L2-103cef6017,4,True,turn,2,Blake,2,8
0.0,,0.0,,,ranked_candidates,,none,,scorable_negotiation-moves_chat-c4592e5d65,1,scorable_negotiation-L2-103cef6017,3,True,turn,3,Blake,2,12
0.0,,1.0,,,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-c4592e5d65,1,scorable_negotiation-L2-103cef6017,3,True,turn,4,Blake,2,16
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-e00e84c347,3,scorable_negotiation-L2-103cef6017,4,True,turn,1,Devon,3,0
1.0,,1.0,,1,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-e00e84c347,3,scorable_negotiation-L2-103cef6017,3,True,turn,2,Devon,3,9
1.0,,1.0,,0,ranked_candidates,,accept,P4,scorable_negotiation-moves_chat-e00e84c347,3,scorable_negotiation-L2-103cef6017,3,True,turn,3,Devon,3,13
0.0,,1.0,,,ranked_candidates,,accept,P6,scorable_negotiation-moves_chat-e00e84c347,3,scorable_negotiation-L2-103cef6017,3,True,turn,4,Devon,3,17
1.0,,1.0,,0,ranked_candidates,,accept,P1,scorable_negotiation-moves_chat-2ade24789f,0,scorable_negotiation-L2-103cef6017,3,True,turn,1,Avery,4,1
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-2ade24789f,0,scorable_negotiation-L2-103cef6017,4,True,turn,2,Avery,4,5
0.0,1.0,1.0,-20.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-2ade24789f,0,scorable_negotiation-L2-103cef6017,4,True,turn,3,Avery,4,14
1.0,,1.0,,3,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-2ade24789f,0,scorable_negotiation-L2-103cef6017,4,True,turn,4,Avery,4,18
1.0,,1.0,,1,ranked_candidates,,accept,P2,scorable_negotiation-moves_chat-996554dcff,2,scorable_negotiation-L2-1fc37540c8,3,True,turn,1,Casey,0,2
0.0,,1.0,,,ranked_candidates,,accept,P5,scorable_negotiation-moves_chat-996554dcff,2,scorable_negotiation-L2-1fc37540c8,3,True,turn,2,Casey,0,6
0.0,1.0,1.0,-21.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-996554dcff,2,scorable_negotiation-L2-1fc37540c8,4,True,turn,3,Casey,0,10
0.0,,1.0,,,ranked_candidates,,accept,P9,scorable_negotiation-moves_chat-996554dcff,2,scorable_negotiation-L2-1fc37540c8,4,True,turn,4,Casey,0,19
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-3758ebe6db,4,scorable_negotiation-L2-1fc37540c8,4,True,turn,1,Ember,1,3
0.0,,1.0,,,ranked_candidates,,accept,P6,scorable_negotiation-moves_chat-3758ebe6db,4,scorable_negotiation-L2-1fc37540c8,3,True,turn,2,Ember,1,7
1.0,,1.0,,1,ranked_candidates,,accept,P6,scorable_negotiation-moves_chat-3758ebe6db,4,scorable_negotiation-L2-1fc37540c8,3,True,turn,3,Ember,1,11
0.0,,0.0,,,ranked_candidates,,reject,P7,scorable_negotiation-moves_chat-3758ebe6db,4,scorable_negotiation-L2-1fc37540c8,4,True,turn,4,Ember,1,15
1.0,,1.0,,,accept,P8,accept,P8,scorable_negotiation-moves_chat-3758ebe6db,4,scorable_negotiation-L2-1fc37540c8,,True,final_vote,5,Ember,1,24
0.0,1.0,1.0,-26.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-78b9e83092,1,scorable_negotiation-L2-1fc37540c8,4,True,turn,1,Blake,2,4
0.0,2.0,1.0,-26.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-78b9e83092,1,scorable_negotiation-L2-1fc37540c8,4,True,turn,2,Blake,2,8
0.0,,1.0,,,ranked_candidates,,accept,P5,scorable_negotiation-moves_chat-78b9e83092,1,scorable_negotiation-L2-1fc37540c8,4,True,turn,3,Blake,2,12
0.0,,1.0,,,ranked_candidates,,accept,P10,scorable_negotiation-moves_chat-78b9e83092,1,scorable_negotiation-L2-1fc37540c8,4,True,turn,4,Blake,2,16
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-71be297a38,3,scorable_negotiation-L2-1fc37540c8,3,True,turn,1,Devon,3,0
0.0,2.0,1.0,-57.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-71be297a38,3,scorable_negotiation-L2-1fc37540c8,3,True,turn,2,Devon,3,9
0.0,,1.0,,,ranked_candidates,,accept,P6,scorable_negotiation-moves_chat-71be297a38,3,scorable_negotiation-L2-1fc37540c8,4,True,turn,3,Devon,3,13
0.0,,1.0,,,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-71be297a38,3,scorable_negotiation-L2-1fc37540c8,4,True,turn,4,Devon,3,17
1.0,,1.0,,,accept,P9,accept,P9,scorable_negotiation-moves_chat-71be297a38,3,scorable_negotiation-L2-1fc37540c8,,True,final_vote,5,Devon,3,21
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-2a71973b19,0,scorable_negotiation-L2-1fc37540c8,4,True,turn,1,Avery,4,1
0.0,2.0,1.0,-32.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-2a71973b19,0,scorable_negotiation-L2-1fc37540c8,4,True,turn,2,Avery,4,5
1.0,,1.0,,3,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-2a71973b19,0,scorable_negotiation-L2-1fc37540c8,4,True,turn,3,Avery,4,14
1.0,1.0,1.0,,1,ranked_candidates,,propose,,scorable_negotiation-moves_chat-d3ccb290bb,2,scorable_negotiation-L2-adac68f4ac,4,True,turn,1,Casey,0,2
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-d3ccb290bb,2,scorable_negotiation-L2-adac68f4ac,4,True,turn,2,Casey,0,6
0.0,1.0,1.0,-21.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-d3ccb290bb,2,scorable_negotiation-L2-adac68f4ac,4,True,turn,3,Casey,0,10
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-a7ef7e5a47,4,scorable_negotiation-L2-adac68f4ac,4,True,turn,1,Ember,1,3
1.0,1.0,1.0,,1,ranked_candidates,,propose,,scorable_negotiation-moves_chat-a7ef7e5a47,4,scorable_negotiation-L2-adac68f4ac,4,True,turn,2,Ember,1,7
0.0,,1.0,,,ranked_candidates,,accept,P10,scorable_negotiation-moves_chat-a7ef7e5a47,4,scorable_negotiation-L2-adac68f4ac,4,True,turn,3,Ember,1,11
1.0,,1.0,,0,ranked_candidates,,accept,P9,scorable_negotiation-moves_chat-a7ef7e5a47,4,scorable_negotiation-L2-adac68f4ac,3,True,turn,4,Ember,1,15
0.0,,1.0,,,ranked_candidates,,accept,P3,scorable_negotiation-moves_chat-00d9a41df9,1,scorable_negotiation-L2-adac68f4ac,3,True,turn,1,Blake,2,4
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-00d9a41df9,1,scorable_negotiation-L2-adac68f4ac,3,True,turn,2,Blake,2,8
0.0,,1.0,,,ranked_candidates,,accept,P8,scorable_negotiation-moves_chat-00d9a41df9,1,scorable_negotiation-L2-adac68f4ac,4,True,turn,3,Blake,2,12
0.0,,1.0,,,ranked_candidates,,accept,P9,scorable_negotiation-moves_chat-00d9a41df9,1,scorable_negotiation-L2-adac68f4ac,3,True,turn,4,Blake,2,16
1.0,1.0,1.0,,1,ranked_candidates,,propose,,scorable_negotiation-moves_chat-8d4ba1459f,3,scorable_negotiation-L2-adac68f4ac,4,True,turn,1,Devon,3,0
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-8d4ba1459f,3,scorable_negotiation-L2-adac68f4ac,4,True,turn,2,Devon,3,9
0.0,,1.0,,,ranked_candidates,,accept,P4,scorable_negotiation-moves_chat-8d4ba1459f,3,scorable_negotiation-L2-adac68f4ac,3,True,turn,3,Devon,3,13
1.0,,1.0,,3,ranked_candidates,,accept,P4,scorable_negotiation-moves_chat-8d4ba1459f,3,scorable_negotiation-L2-adac68f4ac,4,True,turn,4,Devon,3,17
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-7f506a6f04,0,scorable_negotiation-L2-adac68f4ac,4,True,turn,1,Avery,4,1
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-7f506a6f04,0,scorable_negotiation-L2-adac68f4ac,4,True,turn,2,Avery,4,5
0.0,1.0,1.0,-20.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-7f506a6f04,0,scorable_negotiation-L2-adac68f4ac,4,True,turn,3,Avery,4,14
0.0,,1.0,,,ranked_candidates,,accept,P3,scorable_negotiation-moves_chat-7f506a6f04,0,scorable_negotiation-L2-adac68f4ac,4,True,turn,4,Avery,4,18
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-95b52836e2,2,scorable_negotiation-L2-df1e479b72,4,True,turn,1,Casey,0,2
0.0,1.0,1.0,-19.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-95b52836e2,2,scorable_negotiation-L2-df1e479b72,3,True,turn,2,Casey,0,6
0.0,2.0,1.0,-19.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-95b52836e2,2,scorable_negotiation-L2-df1e479b72,3,True,turn,3,Casey,0,10
1.0,,1.0,,3,ranked_candidates,,accept,P4,scorable_negotiation-moves_chat-95b52836e2,2,scorable_negotiation-L2-df1e479b72,4,True,turn,4,Casey,0,19
1.0,1.0,1.0,,1,ranked_candidates,,propose,,scorable_negotiation-moves_chat-50114b8d99,4,scorable_negotiation-L2-df1e479b72,4,True,turn,1,Ember,1,3
0.0,,1.0,,,ranked_candidates,,accept,P5,scorable_negotiation-moves_chat-50114b8d99,4,scorable_negotiation-L2-df1e479b72,4,True,turn,2,Ember,1,7
1.0,,1.0,,0,ranked_candidates,,accept,P5,scorable_negotiation-moves_chat-50114b8d99,4,scorable_negotiation-L2-df1e479b72,4,True,turn,3,Ember,1,11
0.0,,1.0,,,ranked_candidates,,accept,P2,scorable_negotiation-moves_chat-34ffa62465,1,scorable_negotiation-L2-df1e479b72,4,True,turn,1,Blake,2,4
1.0,,1.0,,3,ranked_candidates,,accept,P4,scorable_negotiation-moves_chat-34ffa62465,1,scorable_negotiation-L2-df1e479b72,4,True,turn,2,Blake,2,8
1.0,,1.0,,3,ranked_candidates,,accept,P4,scorable_negotiation-moves_chat-34ffa62465,1,scorable_negotiation-L2-df1e479b72,4,True,turn,3,Blake,2,12
0.0,,1.0,,,ranked_candidates,,accept,P3,scorable_negotiation-moves_chat-34ffa62465,1,scorable_negotiation-L2-df1e479b72,4,True,turn,4,Blake,2,16
1.0,2.0,1.0,,1,ranked_candidates,,propose,,scorable_negotiation-moves_chat-bacbc4349b,3,scorable_negotiation-L2-df1e479b72,4,True,turn,1,Devon,3,0
1.0,,1.0,,0,ranked_candidates,,accept,P6,scorable_negotiation-moves_chat-bacbc4349b,3,scorable_negotiation-L2-df1e479b72,4,True,turn,2,Devon,3,9
1.0,1.0,1.0,,3,ranked_candidates,,propose,,scorable_negotiation-moves_chat-bacbc4349b,3,scorable_negotiation-L2-df1e479b72,4,True,turn,3,Devon,3,13
1.0,,1.0,,1,ranked_candidates,,accept,P8,scorable_negotiation-moves_chat-bacbc4349b,3,scorable_negotiation-L2-df1e479b72,3,True,turn,4,Devon,3,17
1.0,,1.0,,0,ranked_candidates,,accept,P1,scorable_negotiation-moves_chat-1db00e4443,0,scorable_negotiation-L2-df1e479b72,3,True,turn,1,Avery,4,1
0.0,1.0,1.0,-27.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-1db00e4443,0,scorable_negotiation-L2-df1e479b72,3,True,turn,2,Avery,4,5
0.0,2.0,1.0,-27.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-1db00e4443,0,scorable_negotiation-L2-df1e479b72,3,True,turn,3,Avery,4,14
1.0,,1.0,,0,ranked_candidates,,accept,P5,scorable_negotiation-moves_chat-1db00e4443,0,scorable_negotiation-L2-df1e479b72,3,True,turn,4,Avery,4,18
0.0,,1.0,,,ranked_candidates,,accept,P2,scorable_negotiation-moves_chat-1e6c1ded8c,3,scorable_negotiation-L3-46e1252af7,4,True,turn,1,Devon,0,3
1.0,,1.0,,3,ranked_candidates,,accept,P3,scorable_negotiation-moves_chat-1e6c1ded8c,3,scorable_negotiation-L3-46e1252af7,4,True,turn,2,Devon,0,7
1.0,,1.0,,0,ranked_candidates,,accept,P4,scorable_negotiation-moves_chat-c5bf9924a6,0,scorable_negotiation-L3-46e1252af7,3,True,turn,1,Avery,1,4
1.0,,1.0,,0,ranked_candidates,,accept,P4,scorable_negotiation-moves_chat-c5bf9924a6,0,scorable_negotiation-L3-46e1252af7,3,True,turn,2,Avery,1,8
0.0,2.0,1.0,-33.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-c5bf9924a6,0,scorable_negotiation-L3-46e1252af7,3,True,turn,3,Avery,1,12
0.0,,1.0,,,ranked_candidates,,accept,P8,scorable_negotiation-moves_chat-c5bf9924a6,0,scorable_negotiation-L3-46e1252af7,3,True,turn,4,Avery,1,16
1.0,1.0,1.0,,2,ranked_candidates,,propose,,scorable_negotiation-moves_chat-a15fefb0af,2,scorable_negotiation-L3-46e1252af7,4,True,turn,1,Casey,2,0
1.0,,1.0,,1,ranked_candidates,,accept,P2,scorable_negotiation-moves_chat-a15fefb0af,2,scorable_negotiation-L3-46e1252af7,3,True,turn,2,Casey,2,9
1.0,,1.0,,0,ranked_candidates,,accept,P2,scorable_negotiation-moves_chat-a15fefb0af,2,scorable_negotiation-L3-46e1252af7,3,True,turn,3,Casey,2,13
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-ecea8bb92b,4,scorable_negotiation-L3-46e1252af7,4,True,turn,1,Ember,3,1
1.0,1.0,1.0,,1,ranked_candidates,,propose,,scorable_negotiation-moves_chat-ecea8bb92b,4,scorable_negotiation-L3-46e1252af7,3,True,turn,2,Ember,3,5
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-baa3241aba,1,scorable_negotiation-L3-46e1252af7,3,True,turn,1,Blake,4,2
0.0,1.0,1.0,-25.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-baa3241aba,1,scorable_negotiation-L3-46e1252af7,4,True,turn,2,Blake,4,6
0.0,2.0,1.0,-2.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-baa3241aba,1,scorable_negotiation-L3-46e1252af7,4,True,turn,3,Blake,4,10
1.0,,1.0,,1,ranked_candidates,,accept,P4,scorable_negotiation-moves_chat-baa3241aba,1,scorable_negotiation-L3-46e1252af7,3,True,turn,4,Blake,4,19
1.0,1.0,1.0,,1,ranked_candidates,,propose,,scorable_negotiation-moves_chat-954c2b49cf,3,scorable_negotiation-L3-9a1b1c0960,4,True,turn,1,Devon,0,3
1.0,,1.0,,1,ranked_candidates,,accept,P6,scorable_negotiation-moves_chat-954c2b49cf,3,scorable_negotiation-L3-9a1b1c0960,4,True,turn,2,Devon,0,7
1.0,2.0,1.0,,2,ranked_candidates,,propose,,scorable_negotiation-moves_chat-954c2b49cf,3,scorable_negotiation-L3-9a1b1c0960,3,True,turn,3,Devon,0,11
0.0,,1.0,,,ranked_candidates,,accept,P8,scorable_negotiation-moves_chat-954c2b49cf,3,scorable_negotiation-L3-9a1b1c0960,4,True,turn,4,Devon,0,15
0.0,1.0,1.0,-41.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-db0829ce4a,0,scorable_negotiation-L3-9a1b1c0960,4,True,turn,1,Avery,1,4
0.0,,1.0,,,ranked_candidates,,accept,P4,scorable_negotiation-moves_chat-db0829ce4a,0,scorable_negotiation-L3-9a1b1c0960,4,True,turn,2,Avery,1,8
1.0,,1.0,,3,ranked_candidates,,accept,P6,scorable_negotiation-moves_chat-db0829ce4a,0,scorable_negotiation-L3-9a1b1c0960,4,True,turn,3,Avery,1,12
0.0,,1.0,,,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-db0829ce4a,0,scorable_negotiation-L3-9a1b1c0960,3,True,turn,4,Avery,1,16
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-dceda2f4fd,2,scorable_negotiation-L3-9a1b1c0960,4,True,turn,1,Casey,2,0
0.0,1.0,1.0,-17.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-dceda2f4fd,2,scorable_negotiation-L3-9a1b1c0960,4,True,turn,2,Casey,2,9
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-dceda2f4fd,2,scorable_negotiation-L3-9a1b1c0960,3,True,turn,3,Casey,2,13
1.0,,1.0,,0,ranked_candidates,,accept,P4,scorable_negotiation-moves_chat-dceda2f4fd,2,scorable_negotiation-L3-9a1b1c0960,3,True,turn,4,Casey,2,17
1.0,,1.0,,0,ranked_candidates,,accept,P1,scorable_negotiation-moves_chat-6bef408a0f,4,scorable_negotiation-L3-9a1b1c0960,3,True,turn,1,Ember,3,1
0.0,1.0,1.0,-18.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-6bef408a0f,4,scorable_negotiation-L3-9a1b1c0960,4,True,turn,2,Ember,3,5
1.0,,1.0,,2,ranked_candidates,,accept,P4,scorable_negotiation-moves_chat-6bef408a0f,4,scorable_negotiation-L3-9a1b1c0960,3,True,turn,3,Ember,3,14
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-eb6b8d1113,1,scorable_negotiation-L3-9a1b1c0960,4,True,turn,1,Blake,4,2
